PROBE_ID,SEQ_ID,BH_FDR,Time_Effect
974_EIF3L_51386;193,974_EIF3L_51386,0.00003122,0.3575
1012_MAP3K5_4217;933,1012_MAP3K5_4217,0.00001004,0.3574
1289_MSH6_2956;417,1289_MSH6_2956,0.00005553,0.3574
694_GCN1L1_10985;1553,694_GCN1L1_10985,0.00000062,0.3574
834_SRSF4_6429;357,834_SRSF4_6429,0.00000373,0.3574
95_AHNAK_79026;2193,95_AHNAK_79026,0.00000035,0.3574
PCA14;777,PCA14,0.00000198,0.3573
1253_ANKRD11_29123;1229,1253_ANKRD11_29123,0.00000422,0.3573
1264_CAST_831;669,1264_CAST_831,0.0000034,0.3573
707_MORF4L1_10933;149,707_MORF4L1_10933,0.00000086,0.3573
837_BBX_56987;17,837_BBX_56987,0.00000746,0.3573
932_ATP6V0B_533;77,932_ATP6V0B_533,0.00000914,0.3573
1076_TANC1_85461;865,1076_TANC1_85461,0.00001197,0.3572
1312_TAB2_23118;541,1312_TAB2_23118,0.00000087,0.3572
669_IFT57_55081;405,669_IFT57_55081,0.00002811,0.3572
1141_EIF4A3_9775;169,1141_EIF4A3_9775,0.00033022,0.3571
178_ZC3H11A_9877;633,178_ZC3H11A_9877,0.00009153,0.3571
731_F5_2153;1009,731_F5_2153,0.00003956,0.3571
95_AHNAK_79026;1461,95_AHNAK_79026,0.00000023,0.3571
1417_XRN1_54464;257,1417_XRN1_54464,0.00002281,0.357
593_NUDT9_53343;25,593_NUDT9_53343,0.00003,0.357
905_MKL2_57496;265,905_MKL2_57496,0.00001607,0.357
922_CEP95_90799;429,922_CEP95_90799,0.00001267,0.357
CAT297_T196839_G045377_1_2510_3112_603;113,CAT297_T196839_G045377_1_2510_3112_603,0.00001467,0.3569
132_RPL21_6144;69,132_RPL21_6144,0.00000886,0.3569
1433_SASH1_23328;273,1433_SASH1_23328,0.00000315,0.3569
567_YWHAB_7529;73,567_YWHAB_7529,0.00000029,0.3569
PCA13;821,PCA13,0.00008959,0.3568
1196_ZFP62_643836;845,1196_ZFP62_643836,0.00005456,0.3568
656_ANK3_288;3885,656_ANK3_288,0.00000591,0.3568
68_GNAS_2778;597,68_GNAS_2778,0.00024219,0.3568
760_TALDO1_6888;209,760_TALDO1_6888,0.00023783,0.3568
844_FNBP1L_54874;137,844_FNBP1L_54874,0.00001434,0.3568
955_TCEA1_6917;257,955_TCEA1_6917,0.00002306,0.3568
104_RPL23_9349;73,104_RPL23_9349,0.00024207,0.3567
734_MRPL51_51258;85,734_MRPL51_51258,0.00000375,0.3566
CTA24;153,CTA24,0.00018734,0.3565
1057_SRRM1_10250;469,1057_SRRM1_10250,0.00000132,0.3565
1107_ACAT1_38;257,1107_ACAT1_38,0.00001748,0.3565
660_GRB10_2887;573,660_GRB10_2887,0.00010223,0.3565
96_ND1_4535;2145,96_ND1_4535,0.00002457,0.3565
1041_MLL_4297;341,1041_MLL_4297,0.00000249,0.3564
105_HIST2H2AA4_723790;9,105_HIST2H2AA4_723790,0.00024525,0.3564
1357_BZW1_9689;17,1357_BZW1_9689,0.00000202,0.3564
1396_HIST2H2AB_317772;9,1396_HIST2H2AB_317772,0.00024525,0.3564
564_HIST2H2AC_8338;9,564_HIST2H2AC_8338,0.00024525,0.3564
981_HIST3H2A_92815;9,981_HIST3H2A_92815,0.00024525,0.3564
1024_NPEPPS_9520;821,1024_NPEPPS_9520,0.00002564,0.3563
1036_WWC1_23286;213,1036_WWC1_23286,0.00001291,0.3563
114_SRRM2_23524;821,114_SRRM2_23524,0.00000075,0.3563
940_LIMCH1_22998;277,940_LIMCH1_22998,0.00000225,0.3563
CTA24;41,CTA24,0.00006135,0.3562
290_BRD2_6046;533,290_BRD2_6046,0.00006264,0.3562
163_ATP13A3_79572;1093,163_ATP13A3_79572,0.00005797,0.3561
43_PXN_5829;201,43_PXN_5829,0.00000165,0.3561
656_ANK3_288;2921,656_ANK3_288,0.00006058,0.3561
95_AHNAK_79026;5005,95_AHNAK_79026,0.00006958,0.3561
ADT2;89,ADT2,0.00000873,0.356
1024_NPEPPS_9520;701,1024_NPEPPS_9520,0.00005539,0.356
199_MAEA_10296;181,199_MAEA_10296,0.00007824,0.356
635_GUCY1A3_2982;97,635_GUCY1A3_2982,0.00038459,0.356
857_RPL15_6138;57,857_RPL15_6138,0.00083467,0.356
104_RPL23_9349;77,104_RPL23_9349,0.00040095,0.3559
1335_KTN1_3895;149,1335_KTN1_3895,0.0000132,0.3559
453_NCL_4691;1,453_NCL_4691,0.00000446,0.3559
552_ADAR_103;177,552_ADAR_103,0.00001028,0.3559
609_HNRNPD_3184;153,609_HNRNPD_3184,0.0001093,0.3559
738_SPATS2L_26010;53,738_SPATS2L_26010,0.00000235,0.3559
1059_NEMF_9147;313,1059_NEMF_9147,0.00000087,0.3558
14_UBOX5_22888;389,14_UBOX5_22888,0.00002653,0.3558
CTA24;37,CTA24,0.00000377,0.3557
1178_C12orf51_283450;2933,1178_C12orf51_283450,0.00043244,0.3557
152_FAM162A_26355;65,152_FAM162A_26355,0.00000716,0.3557
234_ARPC3_10094;157,234_ARPC3_10094,0.00003845,0.3557
59_MLPH_79083;29,59_MLPH_79083,0.00002153,0.3557
916_SUMO2_6613;25,916_SUMO2_6613,0.00010177,0.3557
922_CEP95_90799;329,922_CEP95_90799,0.0000258,0.3557
ADT26;821,ADT26,0.00011626,0.3556
SPATA41_T123512_G029083_1_801_1718_918;293,SPATA41_T123512_G029083_1_801_1718_918,0.00022184,0.3556
1201_UIMC1_51720;25,1201_UIMC1_51720,0.00143134,0.3556
38_PDLIM5_10611;585,38_PDLIM5_10611,0.00000145,0.3556
1333_TMCO3_55002;345,1333_TMCO3_55002,0.00000473,0.3555
389_RPL6_6128;13,389_RPL6_6128,0.00000142,0.3555
416_CCDC47_57003;397,416_CCDC47_57003,0.00000638,0.3555
422_EIF3C_8663;277,422_EIF3C_8663,0.00011696,0.3555
538_THRAP3_9967;21,538_THRAP3_9967,0.00023235,0.3555
837_BBX_56987;509,837_BBX_56987,0.00001084,0.3555
SPATA41_T123512_G029083_2_2954_3229_276;77,SPATA41_T123512_G029083_2_2954_3229_276,0.00011583,0.3554
1045_STRBP_55342;577,1045_STRBP_55342,0.00001042,0.3554
422_EIF3C_8663;197,422_EIF3C_8663,0.00001215,0.3554
536_MANF_7873;129,536_MANF_7873,0.0011684,0.3554
656_ANK3_288;409,656_ANK3_288,0.00000938,0.3554
823_UBE2E3_10477;45,823_UBE2E3_10477,0.0000046,0.3554
929_SPARCL1_8404;489,929_SPARCL1_8404,0.00000049,0.3554
1076_TANC1_85461;605,1076_TANC1_85461,0.00043887,0.3553
1142_NOP56_10528;501,1142_NOP56_10528,0.00000054,0.3553
12_HSP90AA1_3320;345,12_HSP90AA1_3320,0.0000045,0.3553
202_NACA_4666;797,202_NACA_4666,0.0000289,0.3553
556_POGZ_23126;645,556_POGZ_23126,0.00005948,0.3553
1159_PIP4K2B_8396;373,1159_PIP4K2B_8396,0.00000489,0.3551
255_RANBP2_5903;13,255_RANBP2_5903,0.00000981,0.3551
266_UTRN_7402;721,266_UTRN_7402,0.00001492,0.3551
PRO14;1197,PRO14,0.00000434,0.355
1155_EIF5_1983;157,1155_EIF5_1983,0.00000732,0.355
1196_ZFP62_643836;481,1196_ZFP62_643836,0.00014439,0.3549
390_IGFBP2_3485;173,390_IGFBP2_3485,0.00000037,0.3549
874_C15orf24_56851;221,874_C15orf24_56851,0.00001368,0.3549
CTA18;361,CTA18,0.00006478,0.3548
PRO30;1789,PRO30,0.00010018,0.3548
1253_ANKRD11_29123;49,1253_ANKRD11_29123,0.00000213,0.3548
355_CYB5R3_1727;153,355_CYB5R3_1727,0.00000042,0.3548
592_NET1_10276;461,592_NET1_10276,0.0000046,0.3548
1104_CHMP3_51652;69,1104_CHMP3_51652,0.00000152,0.3547
300_GNL3_26354;41,300_GNL3_26354,0.0000001,0.3547
315_SOX4_6659;125,315_SOX4_6659,0.00000592,0.3547
460_NOTCH2_4853;1073,460_NOTCH2_4853,0.00000056,0.3547
1094_IMPA1_3612;129,1094_IMPA1_3612,0.00000245,0.3546
255_RANBP2_5903;1229,255_RANBP2_5903,0.00003893,0.3546
70_RPL32_6161;65,70_RPL32_6161,0.00006135,0.3546
138_RPL37_6167;9,138_RPL37_6167,0.00008179,0.3545
653_NUFIP2_57532;301,653_NUFIP2_57532,0.00000777,0.3545
788_IVNS1ABP_10625;109,788_IVNS1ABP_10625,0.00001473,0.3545
1116_CDKN1C_1028;265,1116_CDKN1C_1028,0.00004476,0.3544
1224_RABGAP1_23637;797,1224_RABGAP1_23637,0.00004236,0.3544
293_RPL7A_6130;177,293_RPL7A_6130,0.00002574,0.3544
506_SPOCK1_6695;113,506_SPOCK1_6695,0.0000036,0.3544
758_C12orf23_90488;101,758_C12orf23_90488,0.00006542,0.3544
912_EIF2B1_1967;153,912_EIF2B1_1967,0.00001747,0.3544
1133_SMARCA1_6594;397,1133_SMARCA1_6594,0.00000099,0.3543
1368_VEZF1_7716;161,1368_VEZF1_7716,0.00002844,0.3543
379_ELP2_55250;681,379_ELP2_55250,0.00004867,0.3543
959_NCOR2_9612;677,959_NCOR2_9612,0.0002114,0.3543
1182_PHF10_55274;377,1182_PHF10_55274,0.00002169,0.3542
1222_SMARCC2_6601;317,1222_SMARCC2_6601,0.00002965,0.3542
1339_RNASET2_8635;245,1339_RNASET2_8635,0.00000363,0.3542
415_EPAS1_2034;13,415_EPAS1_2034,0.00002629,0.3542
937_MYL6_4637;317,937_MYL6_4637,0.00002965,0.3542
957_COPB2_9276;409,957_COPB2_9276,0.00039048,0.3542
95_AHNAK_79026;4105,95_AHNAK_79026,0.00000858,0.3542
95_AHNAK_79026;4569,95_AHNAK_79026,0.00000858,0.3542
1004_TRIP12_9320;1177,1004_TRIP12_9320,0.00003512,0.3541
96_ND1_4535;2137,96_ND1_4535,0.00007306,0.3541
PRCAT41_T315818_G074087_2_4464_4820_357;97,PRCAT41_T315818_G074087_2_4464_4820_357,0.00034026,0.354
1253_ANKRD11_29123;693,1253_ANKRD11_29123,0.00000227,0.354
603_PDCD7_10081;17,603_PDCD7_10081,0.00008133,0.354
610_USP9X_8239;2049,610_USP9X_8239,0.00017269,0.354
CAT583_T271074_G062826_1_2272_2871_600;89,CAT583_T271074_G062826_1_2272_2871_600,0.00006443,0.3539
1259_HPS4_89781;697,1259_HPS4_89781,0.00007688,0.3539
33_ANKK1_255239;305,33_ANKK1_255239,0.00007025,0.3539
632_NOS1_4842;961,632_NOS1_4842,0.00009274,0.3539
653_NUFIP2_57532;225,653_NUFIP2_57532,0.00000071,0.3539
1378_CHD7_55636;677,1378_CHD7_55636,0.00000241,0.3538
149_RPS11_6205;133,149_RPS11_6205,0.00025355,0.3538
369_KIAA1244_57221;1781,369_KIAA1244_57221,0.00006623,0.3538
1233_SUB1_10923;21,1233_SUB1_10923,0.00002057,0.3537
2261_KLK2_3817;65,2261_KLK2_3817,0.00005347,0.3537
29_HSP90B1_7184;261,29_HSP90B1_7184,0.00008652,0.3537
519_NBPF11_200030;777,519_NBPF11_200030,0.00000105,0.3537
462_EIF3E_3646;265,462_EIF3E_3646,0.00001659,0.3536
602_REEP3_221035;229,602_REEP3_221035,0.00010137,0.3536
682_ARFGAP3_26286;221,682_ARFGAP3_26286,0.00010809,0.3536
896_PTCD3_55037;61,896_PTCD3_55037,0.00007436,0.3536
1105_SGK1_6446;125,1105_SGK1_6446,0.00001591,0.3535
1032_C1orf9_51430;453,1032_C1orf9_51430,0.00003399,0.3534
1062_BCLAF1_9774;477,1062_BCLAF1_9774,0.00001544,0.3534
290_BRD2_6046;273,290_BRD2_6046,0.0000034,0.3534
PRO25;457,PRO25,0.00000303,0.3533
1004_TRIP12_9320;1001,1004_TRIP12_9320,0.00019998,0.3532
1090_TSPYL5_85453;285,1090_TSPYL5_85453,0.0004843,0.3532
284_DSP_1832;1813,284_DSP_1832,0.00002828,0.3532
459_CLTC_1213;493,459_CLTC_1213,0.00001353,0.3532
1242_THOC2_57187;405,1242_THOC2_57187,0.00001508,0.3531
363_EEF1B2_1933;65,363_EEF1B2_1933,0.00000776,0.3531
775_KIAA2013_90231;425,775_KIAA2013_90231,0.00001659,0.3531
1142_NOP56_10528;505,1142_NOP56_10528,0.00000024,0.353
1242_THOC2_57187;1449,1242_THOC2_57187,0.00000103,0.353
947_HSD17B12_51144;293,947_HSD17B12_51144,0.00000117,0.353
120_NPIPL3_23117;961,120_NPIPL3_23117,0.00051467,0.3529
1332_IP6K2_51447;189,1332_IP6K2_51447,0.00000123,0.3529
30_LOC100132247_100132247;961,30_LOC100132247_100132247,0.00051467,0.3529
547_MTA1_9112;633,547_MTA1_9112,0.00003037,0.3529
874_C15orf24_56851;113,874_C15orf24_56851,0.00000788,0.3529
1041_MLL_4297;373,1041_MLL_4297,0.00005673,0.3528
1260_C1orf63_57035;49,1260_C1orf63_57035,0.00019396,0.3528
1298_MYO19_80179;913,1298_MYO19_80179,0.000015,0.3528
663_ZFAND6_54469;145,663_ZFAND6_54469,0.00001798,0.3528
861_PNN_5411;661,861_PNN_5411,0.00000013,0.3528
922_CEP95_90799;761,922_CEP95_90799,0.00002535,0.3528
1155_EIF5_1983;357,1155_EIF5_1983,0.00000187,0.3527
1173_ATP1B1_481;169,1173_ATP1B1_481,0.0000461,0.3527
1246_TAF1C_9013;849,1246_TAF1C_9013,0.00003391,0.3527
1424_ITPRIPL2_162073;373,1424_ITPRIPL2_162073,0.00019131,0.3527
650_SQLE_6713;281,650_SQLE_6713,0.00006718,0.3527
679_SELS_55829;137,679_SELS_55829,0.00001928,0.3527
75_RPS15A_6210;117,75_RPS15A_6210,0.0000276,0.3527
1273_NFIA_4774;109,1273_NFIA_4774,0.00000467,0.3526
286_NFIC_4782;65,286_NFIC_4782,0.00000467,0.3526
339_SEPW1_6415;14,339_SEPW1_6415,0.00003364,0.3526
328_C14orf2_9556;33,328_C14orf2_9556,0.00002535,0.3525
1097_CCDC28A_25901;97,1097_CCDC28A_25901,0.00000602,0.3524
1212_PCF11_51585;477,1212_PCF11_51585,0.00000352,0.3524
1282_RARS_5917;441,1282_RARS_5917,0.00000926,0.3524
1272_GTPBP4_23560;341,1272_GTPBP4_23560,0.00000129,0.3523
1289_MSH6_2956;1001,1289_MSH6_2956,0.00001182,0.3523
347_TDG_6996;73,347_TDG_6996,0.00000363,0.3523
481_ATP5O_539;81,481_ATP5O_539,0.00004846,0.3523
538_THRAP3_9967;697,538_THRAP3_9967,0.00002556,0.3523
555_RAD21_5885;593,555_RAD21_5885,0.00119716,0.3523
683_MRPL3_11222;289,683_MRPL3_11222,0.00000729,0.3523
861_PNN_5411;561,861_PNN_5411,0.00047702,0.3523
ADT14;961,ADT14,0.0000039,0.3521
PCA27;49,PCA27,0.00020148,0.3521
259_ANAPC11_51529;1,259_ANAPC11_51529,0.0000252,0.3521
834_SRSF4_6429;221,834_SRSF4_6429,0.00000109,0.3521
45_MKNK2_2872;161,45_MKNK2_2872,0.00012565,0.352
837_BBX_56987;713,837_BBX_56987,0.00008267,0.352
1212_PCF11_51585;517,1212_PCF11_51585,0.00001049,0.3519
537_DGKD_8527;41,537_DGKD_8527,0.00000387,0.3519
593_NUDT9_53343;193,593_NUDT9_53343,0.00027658,0.3519
602_REEP3_221035;17,602_REEP3_221035,0.00006925,0.3519
761_MCM3_4172;565,761_MCM3_4172,0.00021902,0.3519
761_MCM3_4172;685,761_MCM3_4172,0.00003185,0.3519
FBXL19_AS1_T130509_G030577_1_4499_4918_420;113,FBXL19_AS1_T130509_G030577_1_4499_4918_420,0.00030657,0.3518
1059_NEMF_9147;473,1059_NEMF_9147,0.00003863,0.3518
1275_SNRPB2_6629;213,1275_SNRPB2_6629,0.00002155,0.3518
48_RPS6_6194;165,48_RPS6_6194,0.00002221,0.3518
114_SRRM2_23524;1801,114_SRRM2_23524,0.00028123,0.3517
1393_PSMB7_5695;29,1393_PSMB7_5695,0.00000475,0.3517
997_ZNF275_10838;409,997_ZNF275_10838,0.00001253,0.3517
1427_PFKM_5213;737,1427_PFKM_5213,0.00017421,0.3516
274_SNRPD3_6634;85,274_SNRPD3_6634,0.00000143,0.3516
300_GNL3_26354;221,300_GNL3_26354,0.00000822,0.3516
419_HK2_3099;417,419_HK2_3099,0.00091735,0.3516
654_RPS3_6188;141,654_RPS3_6188,0.00000397,0.3516
961_GGA1_26088;605,961_GGA1_26088,0.00001968,0.3516
1182_PHF10_55274;341,1182_PHF10_55274,0.00000612,0.3515
942_DNAJA1_3301;129,942_DNAJA1_3301,0.00012149,0.3515
95_AHNAK_79026;805,95_AHNAK_79026,0.0000074,0.3515
1076_TANC1_85461;1333,1076_TANC1_85461,0.00020481,0.3514
1253_ANKRD11_29123;1009,1253_ANKRD11_29123,0.00001,0.3514
1378_CHD7_55636;669,1378_CHD7_55636,0.00003711,0.3514
607_C20orf30_29058;9,607_C20orf30_29058,0.00028288,0.3514
834_SRSF4_6429;225,834_SRSF4_6429,0.00002293,0.3514
837_BBX_56987;717,837_BBX_56987,0.00011173,0.3514
355_CYB5R3_1727;145,355_CYB5R3_1727,0.00013035,0.3513
1052_ARL6IP4_51329;209,1052_ARL6IP4_51329,0.00001326,0.3512
322_ARF4_378;5,322_ARF4_378,0.00064363,0.3512
748_C22orf28_51493;209,748_C22orf28_51493,0.00001105,0.3512
1186_WDR1_9948;317,1186_WDR1_9948,0.00001307,0.3511
1360_DCAF13_25879;409,1360_DCAF13_25879,0.00000965,0.3511
672_PTP4A1_7803;133,672_PTP4A1_7803,0.00000858,0.3511
76_RPL30_6156;1,76_RPL30_6156,0.00000865,0.3511
1059_NEMF_9147;493,1059_NEMF_9147,0.0000002,0.351
608_CCDC6_8030;269,608_CCDC6_8030,0.0000053,0.351
885_TBCD_6904;1065,885_TBCD_6904,0.00009418,0.351
1094_IMPA1_3612;101,1094_IMPA1_3612,0.00013327,0.3509
861_PNN_5411;665,861_PNN_5411,0.0000008,0.3509
956_RBM14_10432;141,956_RBM14_10432,0.0000162,0.3509
ANO1_AS1_T062911_G014510_1_447_1019_573;5,ANO1_AS1_T062911_G014510_1_447_1019_573,0.00022202,0.3508
PCA13;1805,PCA13,0.00005617,0.3508
112_RPL19_6143;33,112_RPL19_6143,0.00000803,0.3508
1215_ING5_84289;133,1215_ING5_84289,0.00003505,0.3508
1242_THOC2_57187;1461,1242_THOC2_57187,0.00000181,0.3508
CTA24;149,CTA24,0.00013725,0.3507
1076_TANC1_85461;1257,1076_TANC1_85461,0.00006919,0.3507
1293_AMACR_23600;61,1293_AMACR_23600,0.0000089,0.3507
235_ATP2C1_27032;625,235_ATP2C1_27032,0.00002008,0.3507
316_HIST1H1C_3006;185,316_HIST1H1C_3006,0.00000131,0.3507
694_GCN1L1_10985;161,694_GCN1L1_10985,0.0000065,0.3507
1041_MLL_4297;205,1041_MLL_4297,0.00001006,0.3506
1260_C1orf63_57035;65,1260_C1orf63_57035,0.00188684,0.3506
179_ATF4_468;285,179_ATF4_468,0.00000927,0.3506
PRO30;169,PRO30,0.00000189,0.3505
261_APLP2_334;113,261_APLP2_334,0.00004953,0.3505
661_EDF1_8721;45,661_EDF1_8721,0.00002514,0.3505
PRO29;117,PRO29,0.000015,0.3504
1059_NEMF_9147;629,1059_NEMF_9147,0.00018768,0.3504
115_HMGN2_3151;53,115_HMGN2_3151,0.00000024,0.3504
1330_PDIA4_9601;501,1330_PDIA4_9601,0.00000364,0.3504
363_EEF1B2_1933;117,363_EEF1B2_1933,0.00000597,0.3504
1253_ANKRD11_29123;593,1253_ANKRD11_29123,0.00006932,0.3503
138_RPL37_6167;37,138_RPL37_6167,0.00011095,0.3503
19_NPIP_9284;141,19_NPIP_9284,0.00000072,0.3503
210_POTEG_404785;165,210_POTEG_404785,0.00000213,0.3503
330_FKBP2_2286;25,330_FKBP2_2286,0.00001393,0.3503
538_THRAP3_9967;165,538_THRAP3_9967,0.00012146,0.3503
834_SRSF4_6429;389,834_SRSF4_6429,0.00000105,0.3503
PRO10;141,PRO10,0.000015,0.3502
161_CDK2AP1_8099;85,161_CDK2AP1_8099,0.00001466,0.3502
490_ABCC5_10057;261,490_ABCC5_10057,0.00000133,0.3502
95_AHNAK_79026;2949,95_AHNAK_79026,0.0000023,0.3502
1356_MT1H_4496;13,1356_MT1H_4496,0.00010989,0.3501
42_RPL35_11224;5,42_RPL35_11224,0.00004117,0.3501
1011_FAM129B_64855;493,1011_FAM129B_64855,0.00016726,0.35
1344_SEC31A_22872;609,1344_SEC31A_22872,0.00000108,0.35
556_POGZ_23126;1273,556_POGZ_23126,0.00000428,0.35
681_RPSA_3921;37,681_RPSA_3921,0.00018965,0.35
859_KIAA1522_57648;145,859_KIAA1522_57648,0.00002409,0.35
1004_TRIP12_9320;1585,1004_TRIP12_9320,0.0000044,0.3499
1273_NFIA_4774;309,1273_NFIA_4774,0.0000087,0.3499
19_NPIP_9284;117,19_NPIP_9284,0.00001254,0.3499
302_SRSF3_6428;125,302_SRSF3_6428,0.00003512,0.3499
452_CHSY1_22856;457,452_CHSY1_22856,0.00000664,0.3499
503_KIF5C_3800;801,503_KIF5C_3800,0.00000757,0.3499
525_TAF7_6879;109,525_TAF7_6879,0.00004603,0.3499
626_GOLGA3_2802;861,626_GOLGA3_2802,0.00002877,0.3499
1104_CHMP3_51652;65,1104_CHMP3_51652,0.00001539,0.3498
1155_EIF5_1983;161,1155_EIF5_1983,0.00000183,0.3498
290_BRD2_6046;701,290_BRD2_6046,0.00049334,0.3498
946_NKTR_4820;181,946_NKTR_4820,0.00000355,0.3498
1041_MLL_4297;3957,1041_MLL_4297,0.00010564,0.3497
6_EPCAM_4072;149,6_EPCAM_4072,0.00000486,0.3497
PRCAT28.1_T183157_G042036_2_4136_5131_996;317,PRCAT28.1_T183157_G042036_2_4136_5131_996,0.00001103,0.3496
PRCAT28.4_T183159_G042036_2_1933_2928_996;317,PRCAT28.4_T183159_G042036_2_1933_2928_996,0.00001103,0.3496
649_TCP1_6950;497,649_TCP1_6950,0.00002818,0.3496
1280_FZD4_8322;517,1280_FZD4_8322,0.00033947,0.3495
1283_TCEAL3_85012;97,1283_TCEAL3_85012,0.00000259,0.3495
180_GLTSCR2_29997;373,180_GLTSCR2_29997,0.00045039,0.3494
367_TUBA1B_10376;325,367_TUBA1B_10376,0.00000021,0.3494
535_MKRN1_23608;353,535_MKRN1_23608,0.00003923,0.3494
565_LRIG1_26018;293,565_LRIG1_26018,0.00012167,0.3494
759_PSMD4_5710;89,759_PSMD4_5710,0.00003416,0.3494
834_SRSF4_6429;189,834_SRSF4_6429,0.00023517,0.3494
928_LOC653061_653061;189,928_LOC653061_653061,0.00001886,0.3494
1258_SRSF10_10772;189,1258_SRSF10_10772,0.00000245,0.3493
1343_DAAM1_23002;1049,1343_DAAM1_23002,0.00002179,0.3493
477_SRSF5_6430;197,477_SRSF5_6430,0.0002676,0.3493
ADT26;1637,ADT26,0.00000274,0.3492
119_RPS10_6204;53,119_RPS10_6204,0.00000414,0.3492
233_COX7A2_1347;13,233_COX7A2_1347,0.00008213,0.3492
1051_TRA2B_6434;65,1051_TRA2B_6434,0.00031099,0.3491
235_ATP2C1_27032;321,235_ATP2C1_27032,0.0000465,0.3491
676_EIF3A_8661;621,676_EIF3A_8661,0.0000601,0.3491
989_HSD17B4_3295;549,989_HSD17B4_3295,0.00004248,0.3491
CAT1686_T107057_G025268_1_5122_5934_813;221,CAT1686_T107057_G025268_1_5122_5934_813,0.00000658,0.3489
1236_KLHDC10_23008;193,1236_KLHDC10_23008,0.00038246,0.3489
1375_ARID4B_51742;653,1375_ARID4B_51742,0.00004709,0.3489
571_CMTM4_146223;217,571_CMTM4_146223,0.00001,0.3489
1052_ARL6IP4_51329;189,1052_ARL6IP4_51329,0.00003096,0.3488
1333_TMCO3_55002;49,1333_TMCO3_55002,0.00001596,0.3487
43_PXN_5829;193,43_PXN_5829,0.00000525,0.3487
611_KIAA1429_25962;1233,611_KIAA1429_25962,0.00011985,0.3487
797_MARCH6_10299;893,797_MARCH6_10299,0.00000563,0.3487
906_GTF3A_2971;137,906_GTF3A_2971,0.00001008,0.3487
950_LOC100287195_100287195;37,950_LOC100287195_100287195,0.00016635,0.3487
208_TBCA_6902;5,208_TBCA_6902,0.00105435,0.3486
417_PNISR_25957;361,417_PNISR_25957,0.00008001,0.3486
442_PNRC1_10957;81,442_PNRC1_10957,0.00000431,0.3486
1164_PTDSS1_9791;253,1164_PTDSS1_9791,0.00027132,0.3485
1258_SRSF10_10772;229,1258_SRSF10_10772,0.00000098,0.3485
1216_UBE2I_7329;145,1216_UBE2I_7329,0.00004626,0.3484
1311_TBC1D14_57533;289,1311_TBC1D14_57533,0.00001242,0.3484
1333_TMCO3_55002;341,1333_TMCO3_55002,0.00000569,0.3484
588_TPT1_7178;97,588_TPT1_7178,0.00000296,0.3484
933_VCP_7415;649,933_VCP_7415,0.00000961,0.3484
CTA28;49,CTA28,0.00004235,0.3483
1137_KAT6A_7994;1137,1137_KAT6A_7994,0.00000443,0.3483
1182_PHF10_55274;381,1182_PHF10_55274,0.00000778,0.3483
1358_TOM1L2_146691;45,1358_TOM1L2_146691,0.00001271,0.3482
281_RPL29_6159;81,281_RPL29_6159,0.0000274,0.3482
987_DDX47_51202;209,987_DDX47_51202,0.00000484,0.3482
PCA10;121,PCA10,0.00002766,0.3481
PCA13;829,PCA13,0.00001464,0.3481
1171_SF3B1_23451;505,1171_SF3B1_23451,0.00000106,0.3481
1402_A2M_2;673,1402_A2M_2,0.00000679,0.3481
481_ATP5O_539;73,481_ATP5O_539,0.00006497,0.3481
806_CSDE1_7812;569,806_CSDE1_7812,0.00002808,0.3481
990_AKAP9_10142;3101,990_AKAP9_10142,0.00111678,0.3481
1180_ATP8B2_57198;1121,1180_ATP8B2_57198,0.00015025,0.348
317_RPL13A_23521;41,317_RPL13A_23521,0.00012885,0.348
555_RAD21_5885;393,555_RAD21_5885,0.00003456,0.348
656_ANK3_288;3849,656_ANK3_288,0.00000185,0.348
714_MYH9_4627;61,714_MYH9_4627,0.00000231,0.348
990_AKAP9_10142;2945,990_AKAP9_10142,0.00005491,0.348
997_ZNF275_10838;405,997_ZNF275_10838,0.0000479,0.348
1036_WWC1_23286;225,1036_WWC1_23286,0.00000209,0.3479
1104_CHMP3_51652;41,1104_CHMP3_51652,0.00001553,0.3479
1242_THOC2_57187;1561,1242_THOC2_57187,0.00001935,0.3479
18_RPL18_6141;97,18_RPL18_6141,0.00019719,0.3479
538_THRAP3_9967;173,538_THRAP3_9967,0.00001477,0.3479
998_SLC38A10_124565;885,998_SLC38A10_124565,0.00000027,0.3479
1057_SRRM1_10250;277,1057_SRRM1_10250,0.00004984,0.3478
1108_CUX1_1523;69,1108_CUX1_1523,0.00000206,0.3478
675_SOCS2_8835;101,675_SOCS2_8835,0.0002147,0.3477
1201_UIMC1_51720;65,1201_UIMC1_51720,0.00007396,0.3476
417_PNISR_25957;497,417_PNISR_25957,0.00000089,0.3476
922_CEP95_90799;465,922_CEP95_90799,0.00019455,0.3476
112_RPL19_6143;153,112_RPL19_6143,0.000001,0.3475
1242_THOC2_57187;1097,1242_THOC2_57187,0.00013985,0.3475
1026_CLIP1_6249;689,1026_CLIP1_6249,0.00007342,0.3474
1178_C12orf51_283450;2109,1178_C12orf51_283450,0.000045,0.3474
1378_CHD7_55636;1925,1378_CHD7_55636,0.00001163,0.3474
714_MYH9_4627;801,714_MYH9_4627,0.00005895,0.3474
939_RNF220_55182;201,939_RNF220_55182,0.00003156,0.3474
991_TSFM_10102;53,991_TSFM_10102,0.00000492,0.3474
744_C21orf59_56683;205,744_C21orf59_56683,0.00002305,0.3473
ADT26;637,ADT26,0.00001175,0.3472
